tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime;emissions_CO2_abs;emissions_CO_abs;emissions_HC_abs;emissions_NOx_abs;emissions_PMx_abs;emissions_electricity_abs;emissions_fuel_abs
948.00;10873193#2_0;224.37;20.56;844.00;0.51;50211834#0_0;5.10;26.17;tripinfo_1522 emissions_1522 ssm_1522 fcd_1522;104.00;1522;0;822.42;0.94;0.00;66.56;DEFAULT_VEHTYPE;;2;44.00;276417.04;1819.46;12.23;100.86;20.61;0.00;89610.72
948.00;10873191#5_2;21.02;23.83;908.00;0.28;50211834#0_2;5.10;32.18;tripinfo_1761 emissions_1761 ssm_1761 fcd_1761;40.00;1761;0;643.12;1.16;0.00;18.93;DEFAULT_VEHTYPE;;0;0.00;179248.03;2005.82;13.36;67.58;14.95;0.00;58109.10
950.00;10873191#5_2;21.02;28.15;880.00;0.78;50211834#0_0;5.10;28.22;tripinfo_1800 emissions_1800 ssm_1800 fcd_1800;70.00;1800;0;640.31;1.02;0.00;45.17;DEFAULT_VEHTYPE;;3;10.00;271903.64;2675.67;17.78;101.99;17.70;0.00;88146.28
952.00;10873191#5_2;21.02;26.38;792.00;0.43;690516091#0_0;5.10;27.15;tripinfo_933 emissions_933 ssm_933 fcd_933;160.00;933;0;714.43;0.98;0.00;132.23;DEFAULT_VEHTYPE;;3;110.00;409927.23;2696.59;18.01;158.00;20.11;0.00;132893.22
953.00;10873191#5_2;21.02;26.67;892.00;0.03;50211834#0_0;5.10;27.09;tripinfo_1797 emissions_1797 ssm_1797 fcd_1797;61.00;1797;0;640.31;0.98;0.00;35.55;DEFAULT_VEHTYPE;;1;1.00;240921.23;2270.17;15.11;86.50;16.85;0.00;78102.25
954.00;10873193#2_0;224.37;19.85;874.00;0.30;50211834#0_1;5.10;24.85;tripinfo_1492 emissions_1492 ssm_1492 fcd_1492;80.00;1492;0;825.23;0.89;0.00;40.17;DEFAULT_VEHTYPE;;3;17.00;240597.10;1807.58;12.14;87.53;21.28;0.00;77998.11
956.00;10873191#5_2;21.02;27.46;863.00;0.99;690516091#0_0;5.10;29.12;tripinfo_1103 emissions_1103 ssm_1103 fcd_1103;93.00;1103;0;714.43;1.05;0.00;67.47;DEFAULT_VEHTYPE;;2;40.00;298498.15;2749.46;18.38;115.73;19.35;0.00;96768.60
956.00;10873193#2_0;224.37;24.95;881.00;0.12;50211834#0_2;5.10;33.32;tripinfo_1542 emissions_1542 ssm_1542 fcd_1542;75.00;1542;0;825.23;1.20;0.00;44.41;DEFAULT_VEHTYPE;;2;20.00;272393.06;2663.81;17.77;103.42;19.69;0.00;88305.34
958.00;10873191#5_2;21.02;29.52;861.00;0.35;690516091#0_0;5.10;36.68;tripinfo_1178 emissions_1178 ssm_1178 fcd_1178;97.00;1178;0;714.43;1.32;0.00;76.08;DEFAULT_VEHTYPE;;1;51.00;313625.45;3240.93;21.75;124.85;20.34;0.00;101672.61
960.00;10873193#2_0;224.37;27.26;877.00;0.48;50211834#0_2;5.10;34.38;tripinfo_1531 emissions_1531 ssm_1531 fcd_1531;83.00;1531;0;825.23;1.24;0.00;54.16;DEFAULT_VEHTYPE;;3;22.00;288949.18;2813.26;18.81;110.20;21.60;0.00;93672.71
967.00;305873958#3-AddedOnRampEdge_0;99.87;20.98;661.00;0.60;29181613#1_4;5.10;20.35;tripinfo_669 emissions_669 ssm_669 fcd_669;306.00;669;0;477.81;0.95;0.00;283.62;DEFAULT_VEHTYPE;;21;211.00;585319.32;1238.18;8.22;216.49;12.94;0.00;189754.19
968.00;192591565#2_0;258.68;20.96;570.00;0.10;29181613#1_4;5.10;21.05;tripinfo_640 emissions_640 ssm_640 fcd_640;398.00;640;0;523.09;0.76;0.00;370.75;DEFAULT_VEHTYPE;;6;330.00;720794.91;1462.59;9.73;276.83;14.20;0.00;233675.31
970.00;192591565#2_0;258.68;24.24;669.00;0.20;29181613#1_4;5.10;18.34;tripinfo_637 emissions_637 ssm_637 fcd_637;301.00;637;0;523.09;0.89;0.00;278.66;DEFAULT_VEHTYPE;;25;212.00;596974.72;1880.80;12.48;228.85;14.68;0.00;193533.21
980.00;305873958#3-AddedOnRampEdge_0;99.87;17.39;696.00;0.73;29181613#1_4;5.10;16.92;tripinfo_842 emissions_842 ssm_842 fcd_842;284.00;842;0;477.81;0.82;0.00;258.77;DEFAULT_VEHTYPE;;28;181.00;511309.38;891.15;5.92;191.32;11.42;0.00;165761.81
983.00;192591565#2_0;258.68;21.40;745.00;0.38;28718647#1_1;5.10;18.03;tripinfo_333 emissions_333 ssm_333 fcd_333;238.00;333;0;1006.64;0.81;0.00;184.08;DEFAULT_VEHTYPE;;10;112.00;496516.22;1960.75;13.11;182.09;24.32;0.00;160964.53
985.00;192591565#2_0;258.68;25.46;808.00;0.81;690516091#0_0;5.10;26.48;tripinfo_1319 emissions_1319 ssm_1319 fcd_1319;177.00;1319;0;903.69;0.95;0.00;141.58;DEFAULT_VEHTYPE;;3;94.00;442582.07;2763.14;18.47;165.27;22.80;0.00;143479.05
990.00;305873958#3-AddedOnRampEdge_0;99.87;23.35;396.00;0.77;29181613#1_3;5.10;19.35;tripinfo_689 emissions_689 ssm_689 fcd_689;594.00;689;0;477.81;1.07;0.00;574.54;DEFAULT_VEHTYPE;;24;439.00;997336.20;1568.16;10.41;391.75;13.01;0.00;323328.69
995.00;192591565#2_0;258.68;32.66;787.00;0.39;690516091#0_0;5.10;34.98;tripinfo_1320 emissions_1320 ssm_1320 fcd_1320;208.00;1320;0;903.69;1.26;0.00;180.78;DEFAULT_VEHTYPE;;8;103.00;539801.05;3957.84;26.45;207.01;26.30;0.00;174995.48
997.00;192591565#2_0;258.68;29.65;768.00;0.11;28718647#1_0;5.10;23.81;tripinfo_127 emissions_127 ssm_127 fcd_127;229.00;127;0;1006.64;1.07;0.00;188.21;DEFAULT_VEHTYPE;;10;105.00;540409.41;3285.14;22.01;204.45;30.04;0.00;175193.65
998.00;192591565#2_0;258.68;29.57;900.00;0.10;690516091#0_0;5.10;29.93;tripinfo_1261 emissions_1261 ssm_1261 fcd_1261;98.00;1261;0;903.69;1.08;0.00;66.12;DEFAULT_VEHTYPE;;3;36.00;378474.89;3946.68;26.41;147.72;27.97;0.00;122695.50
999.00;192591565#2_1;258.68;28.52;926.00;0.46;690516091#0_0;5.10;28.90;tripinfo_1240 emissions_1240 ssm_1240 fcd_1240;73.00;1240;0;903.69;1.04;0.00;39.76;DEFAULT_VEHTYPE;;2;6.00;316157.56;3500.70;23.45;120.74;26.85;0.00;102492.90
1008.00;10873193#2_0;224.37;19.29;907.00;0.05;50211834#0_0;5.10;25.59;tripinfo_1550 emissions_1550 ssm_1550 fcd_1550;101.00;1550;0;822.42;0.92;0.00;62.10;DEFAULT_VEHTYPE;;1;46.00;258553.39;1812.60;12.16;97.66;19.52;0.00;83819.80
1010.00;305873958#3-AddedOnRampEdge_2;99.87;24.57;955.00;0.84;28718647#1_0;5.10;25.13;tripinfo_327 emissions_327 ssm_327 fcd_327;55.00;327;0;775.35;1.13;0.00;23.83;DEFAULT_VEHTYPE;;1;9.00;226991.02;2430.19;16.26;86.54;20.19;0.00;73586.80
1011.00;305873958#3-AddedOnRampEdge_2;99.87;22.50;938.00;0.42;28718647#1_0;5.10;23.19;tripinfo_211 emissions_211 ssm_211 fcd_211;73.00;211;0;775.35;1.04;0.00;39.10;DEFAULT_VEHTYPE;;1;25.00;248022.53;2217.51;14.85;93.48;21.25;0.00;80405.34
1012.00;192591565#2_0;258.68;29.60;695.00;0.85;29181613#1_3;5.10;16.85;tripinfo_600 emissions_600 ssm_600 fcd_600;317.00;600;0;523.09;1.11;0.00;298.98;DEFAULT_VEHTYPE;;22;218.00;641362.27;2550.26;16.92;246.66;16.78;0.00;207922.44
1012.00;10873193#2_0;224.37;19.34;919.00;0.94;50211834#0_1;5.10;24.24;tripinfo_1544 emissions_1544 ssm_1544 fcd_1544;93.00;1544;0;825.23;0.87;0.00;51.93;DEFAULT_VEHTYPE;;4;37.00;243526.13;1654.95;11.13;91.15;20.65;0.00;78948.12
1014.00;10873193#2_0;224.37;20.88;895.00;0.40;50211834#0_2;5.10;27.38;tripinfo_1600 emissions_1600 ssm_1600 fcd_1600;119.00;1600;0;825.23;0.99;0.00;81.96;DEFAULT_VEHTYPE;;2;55.00;311601.90;1989.50;13.32;114.90;20.11;0.00;101017.08
1015.00;10873193#2_0;224.37;22.55;559.00;0.33;29181613#1_2;5.10;18.70;tripinfo_537 emissions_537 ssm_537 fcd_537;456.00;537;0;791.06;1.21;0.00;427.83;DEFAULT_VEHTYPE;;22;353.00;881203.17;2390.45;15.87;336.86;20.94;0.00;285677.24
1015.00;305873958#3-AddedOnRampEdge_3;99.87;18.77;958.00;0.75;28718647#1_0;5.10;18.99;tripinfo_85 emissions_85 ssm_85 fcd_85;57.00;85;0;775.35;0.85;0.00;15.50;DEFAULT_VEHTYPE;;1;3.00;197277.56;1711.12;11.42;71.45;18.70;0.00;63954.31
1016.00;192591565#2_0;258.68;30.87;838.00;0.70;28718647#1_0;5.10;25.02;tripinfo_311 emissions_311 ssm_311 fcd_311;178.00;311;0;1006.64;1.13;0.00;138.82;DEFAULT_VEHTYPE;;11;82.00;511095.64;3923.87;26.27;195.05;31.89;0.00;165689.60
1017.00;10873193#2_0;224.37;19.88;688.00;0.21;29181613#1_4;5.10;18.65;tripinfo_471 emissions_471 ssm_471 fcd_471;329.00;471;0;791.06;0.95;0.00;293.03;DEFAULT_VEHTYPE;;25;230.00;666245.18;2030.05;13.51;251.59;20.37;0.00;215989.84
1020.00;10873193#2_0;224.37;19.95;394.00;0.27;29181613#1_1;5.10;25.78;tripinfo_403 emissions_403 ssm_403 fcd_403;626.00;403;0;791.06;0.93;0.00;588.93;DEFAULT_VEHTYPE;;26;439.00;1053932.35;1497.81;9.98;408.53;18.01;0.00;341676.53
1022.00;192591565#2_0;258.68;20.25;869.00;0.65;690516091#0_0;5.10;21.23;tripinfo_1386 emissions_1386 ssm_1386 fcd_1386;153.00;1386;0;903.69;0.76;0.00;108.18;DEFAULT_VEHTYPE;;6;71.00;366036.15;1944.27;12.99;132.46;20.57;0.00;118664.00
1023.00;192591565#2_0;258.68;23.20;531.00;0.34;29181613#1_2;5.10;18.70;tripinfo_705 emissions_705 ssm_705 fcd_705;492.00;705;0;465.07;1.26;0.00;473.70;DEFAULT_VEHTYPE;;7;445.00;843927.18;1670.72;11.08;335.23;11.25;0.00;273594.37
1024.00;10873193#2_0;224.37;20.40;644.00;0.80;29181613#1_3;5.10;20.07;tripinfo_474 emissions_474 ssm_474 fcd_474;380.00;474;0;791.06;0.98;0.00;344.48;DEFAULT_VEHTYPE;;20;261.00;729799.10;1921.08;12.79;273.00;20.35;0.00;236593.37
1025.00;10873193#2_0;224.37;22.52;636.00;0.82;29181613#1_3;5.10;20.97;tripinfo_393 emissions_393 ssm_393 fcd_393;389.00;393;0;791.06;1.05;0.00;356.09;DEFAULT_VEHTYPE;;21;278.00;773595.06;2268.33;15.10;293.11;21.72;0.00;250791.63
1025.00;192591565#2_0;258.68;23.54;649.00;0.10;29181613#1_4;5.10;18.87;tripinfo_712 emissions_712 ssm_712 fcd_712;376.00;712;0;523.09;0.87;0.00;352.85;DEFAULT_VEHTYPE;;23;286.00;697151.06;1762.15;11.68;269.04;13.50;0.00;226009.91
1027.00;192591565#2_0;258.68;27.68;930.00;0.56;690516091#0_0;5.10;28.47;tripinfo_1375 emissions_1375 ssm_1375 fcd_1375;97.00;1375;0;903.69;1.02;0.00;62.94;DEFAULT_VEHTYPE;;4;19.00;341834.99;3523.35;23.54;132.53;25.66;0.00;110817.43
1027.00;192591565#2_1;258.68;28.77;931.00;0.20;690516091#0_0;5.10;28.90;tripinfo_1351 emissions_1351 ssm_1351 fcd_1351;96.00;1351;0;903.69;1.04;0.00;62.94;DEFAULT_VEHTYPE;;4;14.00;336417.57;3461.64;23.11;130.57;24.71;0.00;109061.16
1028.00;10873193#2_0;224.37;20.91;933.00;0.96;50211834#0_0;5.10;27.34;tripinfo_1452 emissions_1452 ssm_1452 fcd_1452;95.00;1452;0;822.42;0.98;0.00;58.33;DEFAULT_VEHTYPE;;1;42.00;260385.06;2046.39;13.70;99.16;19.58;0.00;84413.30
1029.00;192591565#2_0;258.68;28.05;569.00;0.49;29181613#1_3;5.10;19.62;tripinfo_700 emissions_700 ssm_700 fcd_700;460.00;700;0;523.09;1.02;0.00;440.17;DEFAULT_VEHTYPE;;29;318.00;849426.35;2414.61;16.09;333.82;17.79;0.00;275376.30
1030.00;10873193#2_0;224.37;22.00;940.00;0.68;50211834#0_2;5.10;27.58;tripinfo_1555 emissions_1555 ssm_1555 fcd_1555;90.00;1555;0;825.23;0.99;0.00;53.40;DEFAULT_VEHTYPE;;1;38.00;264283.96;2038.21;13.72;99.01;22.43;0.00;85677.34
1033.00;10873193#2_0;224.37;19.38;961.00;0.27;50211834#0_1;5.10;25.76;tripinfo_1563 emissions_1563 ssm_1563 fcd_1563;72.00;1563;0;825.23;0.93;0.00;33.30;DEFAULT_VEHTYPE;;1;17.00;221135.83;1829.88;12.29;82.15;20.66;0.00;71689.19
1034.00;192591565#2_0;258.68;26.35;847.00;0.88;28718647#1_0;5.10;21.50;tripinfo_219 emissions_219 ssm_219 fcd_219;187.00;219;0;1006.64;0.97;0.00;141.57;DEFAULT_VEHTYPE;;12;75.00;464951.02;2739.17;18.35;170.98;28.28;0.00;150730.65
1034.00;10873193#2_0;224.37;23.20;956.00;0.86;50211834#0_0;5.10;32.73;tripinfo_1640 emissions_1640 ssm_1640 fcd_1640;78.00;1640;0;822.42;1.18;0.00;47.53;DEFAULT_VEHTYPE;;1;26.00;254375.96;2360.77;15.80;97.13;20.12;0.00;82464.88
1039.00;10873193#2_0;224.37;20.20;968.00;0.18;50211834#0_0;5.10;25.49;tripinfo_1417 emissions_1417 ssm_1417 fcd_1417;71.00;1417;0;825.23;0.92;0.00;31.88;DEFAULT_VEHTYPE;;1;11.00;232604.58;2003.34;13.42;84.96;20.49;0.00;75406.91
1041.00;10873193#2_0;224.37;21.30;982.00;0.21;50211834#0_0;5.10;28.08;tripinfo_1461 emissions_1461 ssm_1461 fcd_1461;59.00;1461;0;825.23;1.01;0.00;22.99;DEFAULT_VEHTYPE;;1;1.00;224000.83;2152.22;14.44;81.88;21.11;0.00;72617.46
1042.00;192591565#2_0;258.68;26.26;860.00;0.40;28718647#1_0;5.10;21.46;tripinfo_100 emissions_100 ssm_100 fcd_100;182.00;100;0;1006.64;0.97;0.00;137.82;DEFAULT_VEHTYPE;;9;65.00;447465.46;2696.89;17.99;164.89;25.30;0.00;145061.93
1046.00;10873191#5_3;21.02;13.46;843.00;0.48;28718647#1_0;5.10;22.97;tripinfo_24 emissions_24 ssm_24 fcd_24;203.00;24;0;817.38;1.03;0.00;168.49;DEFAULT_VEHTYPE;;3;124.00;415984.32;1673.77;11.24;155.07;19.67;0.00;134857.50
1046.00;10873191#5_0;21.02;14.02;933.00;0.83;690516091#0_0;5.10;27.55;tripinfo_990 emissions_990 ssm_990 fcd_990;113.00;990;0;714.43;0.99;0.00;85.73;DEFAULT_VEHTYPE;;3;52.00;286724.84;1728.33;11.56;104.77;16.37;0.00;92952.30
1047.00;10873191#5_1;21.02;14.56;870.00;0.40;28718647#1_0;5.10;23.64;tripinfo_16 emissions_16 ssm_16 fcd_16;177.00;16;0;817.38;1.06;0.00;142.28;DEFAULT_VEHTYPE;;3;101.00;393718.25;1727.27;11.59;143.21;20.31;0.00;127638.77
1047.00;10873191#5_2;21.02;12.79;878.00;0.57;690516091#0_0;5.10;26.60;tripinfo_1094 emissions_1094 ssm_1094 fcd_1094;169.00;1094;0;714.43;0.96;0.00;140.75;DEFAULT_VEHTYPE;;2;110.00;345381.96;1582.47;10.64;131.64;16.13;0.00;111969.06
1047.00;10873193#2_0;224.37;22.60;1005.00;0.09;50211834#0_0;5.10;29.83;tripinfo_1484 emissions_1484 ssm_1484 fcd_1484;42.00;1484;0;825.23;1.07;0.00;8.69;DEFAULT_VEHTYPE;;0;0.00;180138.77;2239.59;15.03;70.38;19.86;0.00;58398.09
1048.00;10873191#5_1;21.02;13.99;932.00;0.50;690516091#0_4;5.10;26.54;tripinfo_1060 emissions_1060 ssm_1060 fcd_1060;116.00;1060;0;714.43;0.96;0.00;87.59;DEFAULT_VEHTYPE;;4;56.00;293152.08;1662.17;11.17;106.94;18.16;0.00;95036.23
1048.00;10873191#5_3;21.02;16.11;939.00;0.40;690516091#0_0;5.10;30.01;tripinfo_1198 emissions_1198 ssm_1198 fcd_1198;109.00;1198;0;714.43;1.08;0.00;84.39;DEFAULT_VEHTYPE;;1;56.00;279999.55;1824.86;12.25;104.19;16.57;0.00;90772.27
1048.00;10873191#5_0;21.02;13.34;948.00;0.19;690516091#0_0;5.10;26.22;tripinfo_1004 emissions_1004 ssm_1004 fcd_1004;100.00;1004;0;714.43;0.94;0.00;71.29;DEFAULT_VEHTYPE;;4;35.00;237160.42;1486.32;10.03;86.57;16.38;0.00;76884.25
1049.00;10873191#5_2;21.02;14.48;902.00;0.96;690516091#0_0;5.10;30.80;tripinfo_973 emissions_973 ssm_973 fcd_973;147.00;973;0;714.43;1.11;0.00;122.71;DEFAULT_VEHTYPE;;5;85.00;352955.38;1965.35;13.20;131.26;17.65;0.00;114423.81
1050.00;10873191#5_1;21.02;15.10;915.00;0.11;50211834#0_2;5.10;27.72;tripinfo_1836 emissions_1836 ssm_1836 fcd_1836;135.00;1836;0;643.12;1.00;0.00;109.61;DEFAULT_VEHTYPE;;3;74.00;314714.61;1468.26;9.83;113.93;15.01;0.00;102026.58
1050.00;10873191#5_2;21.02;15.00;917.00;0.25;690516091#0_0;5.10;29.38;tripinfo_1208 emissions_1208 ssm_1208 fcd_1208;133.00;1208;0;714.43;1.06;0.00;107.94;DEFAULT_VEHTYPE;;3;72.00;349703.70;2233.94;14.90;130.43;16.71;0.00;113369.16
1050.00;10873191#5_0;21.02;14.62;937.00;0.63;50211834#0_2;5.10;26.11;tripinfo_1825 emissions_1825 ssm_1825 fcd_1825;113.00;1825;0;643.12;0.94;0.00;86.46;DEFAULT_VEHTYPE;;3;55.00;287981.11;1714.37;11.42;105.89;14.98;0.00;93359.60
1050.00;10873191#5_3;21.02;16.17;947.00;0.56;690516091#0_0;5.10;30.21;tripinfo_1071 emissions_1071 ssm_1071 fcd_1071;103.00;1071;0;714.43;1.09;0.00;78.15;DEFAULT_VEHTYPE;;3;48.00;270666.29;1957.77;13.17;102.30;16.84;0.00;87746.20
1051.00;10873191#5_3;21.02;16.79;959.00;0.86;690516091#0_0;5.10;30.72;tripinfo_1150 emissions_1150 ssm_1150 fcd_1150;92.00;1150;0;714.43;1.11;0.00;67.50;DEFAULT_VEHTYPE;;1;40.00;235755.16;1636.52;11.14;86.43;17.90;0.00;76428.89
1052.00;10873191#5_2;21.02;15.72;935.00;0.86;50211834#0_1;5.10;24.46;tripinfo_1818 emissions_1818 ssm_1818 fcd_1818;117.00;1818;0;643.12;0.88;0.00;89.24;DEFAULT_VEHTYPE;;2;67.00;310390.70;1936.89;12.90;116.70;16.59;0.00;100624.61
1052.00;10873191#5_1;21.02;16.03;942.00;0.82;50211834#0_2;5.10;27.28;tripinfo_1806 emissions_1806 ssm_1806 fcd_1806;110.00;1806;0;640.31;0.98;0.00;85.23;DEFAULT_VEHTYPE;;3;47.00;281543.60;1603.96;10.71;102.59;15.03;0.00;91272.73
1053.00;305873958#3-AddedOnRampEdge_0;99.87;21.49;664.00;0.31;29181613#1_2;5.10;18.18;tripinfo_685 emissions_685 ssm_685 fcd_685;389.00;685;0;477.81;1.02;0.00;368.54;DEFAULT_VEHTYPE;;24;278.00;702372.25;1333.55;8.83;266.10;11.76;0.00;227702.27
1053.00;10873191#5_3;21.02;17.56;946.00;0.04;50211834#0_2;5.10;34.48;tripinfo_1854 emissions_1854 ssm_1854 fcd_1854;107.00;1854;0;640.31;1.24;0.00;86.93;DEFAULT_VEHTYPE;;2;53.00;267923.92;1623.59;10.83;98.46;12.76;0.00;86857.32
1054.00;305873958#3-AddedOnRampEdge_0;99.87;23.11;640.00;0.38;29181613#1_3;5.10;19.86;tripinfo_730 emissions_730 ssm_730 fcd_730;414.00;730;0;477.81;1.15;0.00;396.18;DEFAULT_VEHTYPE;;30;312.00;755897.34;1616.74;10.70;289.55;12.69;0.00;245054.78
1057.00;10873193#2_0;224.37;22.81;1014.00;0.04;50211834#0_0;5.10;29.25;tripinfo_1509 emissions_1509 ssm_1509 fcd_1509;43.00;1509;0;825.23;1.05;0.00;8.80;DEFAULT_VEHTYPE;;0;0.00;190467.18;2340.77;15.70;74.42;20.51;0.00;61746.39
1058.00;305873958#3-AddedOnRampEdge_0;99.87;21.16;532.00;0.60;29181613#1_3;5.10;19.88;tripinfo_835 emissions_835 ssm_835 fcd_835;526.00;835;0;477.81;0.97;0.00;504.50;DEFAULT_VEHTYPE;;33;367.00;889936.12;1246.01;8.29;347.46;13.39;0.00;288510.11
1060.00;10873193#2_0;224.37;22.44;1016.00;0.15;50211834#0_0;5.10;28.62;tripinfo_1581 emissions_1581 ssm_1581 fcd_1581;44.00;1581;0;825.23;1.03;0.00;8.76;DEFAULT_VEHTYPE;;0;0.00;188001.95;2319.31;15.53;73.60;19.77;0.00;60947.14
1063.00;305873958#3-AddedOnRampEdge_3;99.87;23.71;1020.00;0.17;690516091#0_0;5.10;30.87;tripinfo_1390 emissions_1390 ssm_1390 fcd_1390;43.00;1390;0;654.28;1.11;0.00;18.50;DEFAULT_VEHTYPE;;1;2.00;211687.65;2478.60;16.55;80.36;16.97;0.00;68625.40
1066.00;192591565#2_0;258.68;26.78;524.00;0.76;29181613#1_1;5.10;26.79;tripinfo_725 emissions_725 ssm_725 fcd_725;542.00;725;0;523.09;0.96;0.00;520.66;DEFAULT_VEHTYPE;;26;392.00;932719.33;1912.82;12.73;364.88;14.92;0.00;302379.64
1071.00;10873193#2_0;224.37;21.00;762.00;0.77;29181613#1_4;5.10;16.60;tripinfo_413 emissions_413 ssm_413 fcd_413;309.00;413;0;791.06;0.96;0.00;272.45;DEFAULT_VEHTYPE;;21;190.00;621837.99;2015.24;13.40;231.59;20.12;0.00;201593.13
1076.00;10873193#2_0;224.37;21.88;727.00;0.80;29181613#1_3;5.10;15.87;tripinfo_428 emissions_428 ssm_428 fcd_428;349.00;428;0;791.06;0.99;0.00;313.51;DEFAULT_VEHTYPE;;28;213.00;695366.68;2130.75;14.19;262.33;21.78;0.00;225430.36
1080.00;10873193#2_0;224.37;22.18;801.00;0.16;29181613#1_4;5.10;17.54;tripinfo_554 emissions_554 ssm_554 fcd_554;279.00;554;0;791.06;1.03;0.00;245.36;DEFAULT_VEHTYPE;;24;154.00;580431.66;2054.36;13.70;214.60;21.80;0.00;188169.38
1080.00;192591565#2_0;258.68;27.62;812.00;0.88;29181613#1_3;5.10;13.68;tripinfo_806 emissions_806 ssm_806 fcd_806;268.00;806;0;523.09;1.01;0.00;248.03;DEFAULT_VEHTYPE;;25;169.00;561199.15;2222.96;14.81;212.42;17.12;0.00;181934.38
1081.00;10873191#5_2;21.02;30.72;965.00;0.28;690516091#0_0;5.10;32.49;tripinfo_938 emissions_938 ssm_938 fcd_938;116.00;938;0;714.43;1.17;0.00;93.07;DEFAULT_VEHTYPE;;1;84.00;368821.47;3569.14;23.99;149.27;24.30;0.00;119566.78
1084.00;305873958#3-AddedOnRampEdge_3;99.87;22.18;1048.00;0.85;690516091#0_0;5.10;28.24;tripinfo_1231 emissions_1231 ssm_1231 fcd_1231;36.00;1231;0;654.28;1.02;0.00;8.67;DEFAULT_VEHTYPE;;0;0.00;167123.41;1914.26;12.91;62.95;18.38;0.00;54178.85
1088.00;192591565#2_0;258.68;28.17;803.00;0.23;29181613#1_2;5.10;12.96;tripinfo_855 emissions_855 ssm_855 fcd_855;285.00;855;0;523.09;1.02;0.00;265.36;DEFAULT_VEHTYPE;;33;176.00;591380.34;2275.26;15.11;224.86;16.48;0.00;191718.66
1094.00;10873193#2_0;224.37;19.51;841.00;0.04;29181613#1_4;5.10;12.42;tripinfo_470 emissions_470 ssm_470 fcd_470;253.00;470;0;791.06;0.92;0.00;215.58;DEFAULT_VEHTYPE;;32;104.00;565727.70;2302.01;15.24;207.95;20.55;0.00;183401.89
1096.00;192591565#2_0;258.68;27.12;561.00;0.89;29181613#1_3;5.10;19.76;tripinfo_728 emissions_728 ssm_728 fcd_728;535.00;728;0;523.09;0.99;0.00;514.52;DEFAULT_VEHTYPE;;43;340.00;943381.40;2205.86;14.70;369.92;17.33;0.00;305836.01
1101.00;305873958#3-AddedOnRampEdge_2;99.87;20.14;1011.00;0.70;28718647#1_2;5.10;20.30;tripinfo_144 emissions_144 ssm_144 fcd_144;90.00;144;0;775.35;0.91;0.00;51.12;DEFAULT_VEHTYPE;;1;38.00;255072.64;1898.09;12.68;95.65;19.33;0.00;82691.16
1104.00;192591565#2_0;258.68;32.10;590.00;0.24;29181613#1_3;5.10;18.70;tripinfo_755 emissions_755 ssm_755 fcd_755;514.00;755;0;523.09;1.19;0.00;496.99;DEFAULT_VEHTYPE;;37;317.00;942875.56;3102.86;20.58;374.81;18.15;0.00;305671.28
1106.00;305873958#3-AddedOnRampEdge_2;99.87;23.66;1067.00;0.61;28718647#1_0;5.10;24.44;tripinfo_168 emissions_168 ssm_168 fcd_168;39.00;168;0;775.35;1.10;0.00;7.11;DEFAULT_VEHTYPE;;0;0.00;172762.55;2089.86;14.08;66.78;21.20;0.00;56006.91
1108.00;192591565#2_0;258.68;28.35;862.00;0.77;28718647#1_2;5.10;23.41;tripinfo_307 emissions_307 ssm_307 fcd_307;246.00;307;0;1006.64;1.05;0.00;204.64;DEFAULT_VEHTYPE;;10;129.00;564812.80;3160.30;21.09;212.17;26.49;0.00;183104.85
1113.00;192591565#2_0;258.68;23.67;870.00;0.27;28718647#1_3;5.10;19.60;tripinfo_271 emissions_271 ssm_271 fcd_271;243.00;271;0;1006.64;0.88;0.00;194.12;DEFAULT_VEHTYPE;;7;149.00;561728.55;2705.66;18.06;210.59;27.53;0.00;182105.80
1115.00;192591565#2_0;258.68;26.84;914.00;0.47;28718647#1_0;5.10;21.89;tripinfo_170 emissions_170 ssm_170 fcd_170;201.00;170;0;1006.64;0.99;0.00;157.27;DEFAULT_VEHTYPE;;4;101.00;490391.64;2931.53;19.60;184.94;27.78;0.00;158978.67
1118.00;192591565#2_0;258.68;25.35;874.00;0.10;28718647#1_3;5.10;20.61;tripinfo_169 emissions_169 ssm_169 fcd_169;244.00;169;0;1006.64;0.93;0.00;196.74;DEFAULT_VEHTYPE;;6;142.00;562804.24;2729.97;18.21;208.66;25.66;0.00;182453.96
1120.00;192591565#2_0;258.68;25.83;1049.00;0.44;690516091#0_0;5.10;26.87;tripinfo_1335 emissions_1335 ssm_1335 fcd_1335;71.00;1335;0;903.69;0.97;0.00;35.06;DEFAULT_VEHTYPE;;2;3.00;280721.15;3015.75;20.17;105.96;24.14;0.00;91004.94
1125.00;192591565#2_0;258.68;30.67;885.00;0.12;28718647#1_0;5.10;24.91;tripinfo_291 emissions_291 ssm_291 fcd_291;240.00;291;0;1006.64;1.12;0.00;201.69;DEFAULT_VEHTYPE;;4;139.00;602869.05;3614.02;24.15;227.81;29.58;0.00;195442.24
